
"Banco de México"

"Índices de Precios al Consumidor y UDIS"
"Principales índices mensuales"

"Fecha de consulta: 17/10/2022 05:39:53"

"Aviso importante: Algunas de las series que está consultando registra un cambio, por favor consulte los metadatos de las mismas."

"Título","IPC Por objeto del gasto Nacional, I n d i c e G e n e r a l","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente","IPC Por objeto del gasto Nacional, I n d i c e G e n e r a l","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías, Alimentos, Bebidas y Tabaco","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías, Mercancías no Alimenticias","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Vivienda","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Educación (colegiaturas)","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Otros Servicios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios, Frutas y Verduras","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios, Pecuarios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Energéticos","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Tarifas Autorizadas por el Gobierno"
01/12/1975,0.022877000000,N/E,0.022877000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1976,0.023319000000,N/E,0.023319000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1976,0.023755000000,N/E,0.023755000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1976,0.023988000000,N/E,0.023988000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1976,0.024156000000,N/E,0.024156000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1976,0.024325000000,N/E,0.024325000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1976,0.024423000000,N/E,0.024423000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1976,0.024629000000,N/E,0.024629000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1976,0.024865000000,N/E,0.024865000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1976,0.025713000000,N/E,0.025713000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1976,0.027161000000,N/E,0.027161000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1976,0.028388000000,N/E,0.028388000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1976,0.029100000000,N/E,0.029100000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1977,0.030027000000,N/E,0.030027000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1977,0.030690000000,N/E,0.030690000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1977,0.031225000000,N/E,0.031225000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1977,0.031697000000,N/E,0.031697000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1977,0.031976000000,N/E,0.031976000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1977,0.032368000000,N/E,0.032368000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1977,0.032734000000,N/E,0.032734000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1977,0.033405000000,N/E,0.033405000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1977,0.033998000000,N/E,0.033998000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1977,0.034258000000,N/E,0.034258000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1977,0.034632000000,N/E,0.034632000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1977,0.035112000000,N/E,0.035112000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1978,0.035892000000,N/E,0.035892000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1978,0.036408000000,N/E,0.036408000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1978,0.036787000000,N/E,0.036787000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1978,0.037196000000,N/E,0.037196000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1978,0.037560000000,N/E,0.037560000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1978,0.038077000000,N/E,0.038077000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1978,0.038723000000,N/E,0.038723000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1978,0.039109000000,N/E,0.039109000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1978,0.039555000000,N/E,0.039555000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1978,0.040034000000,N/E,0.040034000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1978,0.040446000000,N/E,0.040446000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1978,0.040789000000,N/E,0.040789000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1979,0.042237000000,N/E,0.042237000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1979,0.042845000000,N/E,0.042845000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1979,0.043426000000,N/E,0.043426000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1979,0.043815000000,N/E,0.043815000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1979,0.044389000000,N/E,0.044389000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1979,0.044881000000,N/E,0.044881000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1979,0.045425000000,N/E,0.045425000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1979,0.046112000000,N/E,0.046112000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1979,0.046678000000,N/E,0.046678000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1979,0.047493000000,N/E,0.047493000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1979,0.048104000000,N/E,0.048104000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1979,0.048956000000,N/E,0.048956000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1980,0.051342000000,N/E,0.051342000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1980,0.052529000000,N/E,0.052529000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1980,0.053610000000,N/E,0.053610000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1980,0.054547000000,N/E,0.054547000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1980,0.055437000000,N/E,0.055437000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1980,0.056536000000,N/E,0.056536000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1980,0.058115000000,N/E,0.058115000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1980,0.059319000000,N/E,0.059319000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1980,0.059978000000,N/E,0.059978000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1980,0.060886000000,N/E,0.060886000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1980,0.061942000000,N/E,0.061942000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1980,0.063567000000,N/E,0.063567000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1981,0.065615000000,N/E,0.065615000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1981,0.067227000000,N/E,0.067227000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1981,0.068665000000,N/E,0.068665000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1981,0.070213000000,N/E,0.070213000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1981,0.071275000000,N/E,0.071275000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1981,0.072271000000,N/E,0.072271000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1981,0.073544000000,N/E,0.073544000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1981,0.075060000000,N/E,0.075060000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1981,0.076456000000,N/E,0.076456000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1981,0.078153000000,N/E,0.078153000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1981,0.079657000000,N/E,0.079657000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1981,0.081801000000,N/E,0.081801000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1982,0.085866000000,0.092901000000,0.085866000000,0.092901000000,0.093648000000,0.069710000000,0.118208000000,0.088811000000,0.131908000000,0.046114000000,0.071350000000,0.066882000000,0.091769000000,0.083004000000,0.097056000000,0.045160000000,0.041202000000,0.052458000000
01/02/1982,0.089240000000,0.096869000000,0.089240000000,0.096869000000,0.097214000000,0.071632000000,0.123834000000,0.093212000000,0.138348000000,0.046192000000,0.075218000000,0.068800000000,0.093826000000,0.083790000000,0.099993000000,0.046982000000,0.041467000000,0.057353000000
01/03/1982,0.092499000000,0.101014000000,0.092499000000,0.101014000000,0.101520000000,0.073617000000,0.131146000000,0.096995000000,0.144199000000,0.047339000000,0.078228000000,0.069947000000,0.095361000000,0.078257000000,0.106534000000,0.047793000000,0.041773000000,0.059159000000
01/04/1982,0.097512000000,0.106836000000,0.097512000000,0.106836000000,0.107740000000,0.078371000000,0.138806000000,0.102070000000,0.150250000000,0.049480000000,0.083214000000,0.072961000000,0.100982000000,0.081433000000,0.113833000000,0.048464000000,0.042032000000,0.060641000000
01/05/1982,0.102993000000,0.113471000000,0.102993000000,0.113471000000,0.114753000000,0.083602000000,0.147642000000,0.107958000000,0.159609000000,0.057047000000,0.087029000000,0.075646000000,0.106239000000,0.083977000000,0.120964000000,0.048835000000,0.041084000000,0.063630000000
01/06/1982,0.107954000000,0.119429000000,0.107954000000,0.119429000000,0.119919000000,0.087173000000,0.154584000000,0.114830000000,0.165667000000,0.060179000000,0.094970000000,0.078186000000,0.111027000000,0.088189000000,0.126112000000,0.049355000000,0.040839000000,0.065667000000
01/07/1982,0.113517000000,0.125428000000,0.113517000000,0.125428000000,0.125852000000,0.090704000000,0.163434000000,0.120725000000,0.174931000000,0.064499000000,0.099258000000,0.082563000000,0.120017000000,0.097206000000,0.134991000000,0.049575000000,0.040938000000,0.066122000000
01/08/1982,0.126256000000,0.137414000000,0.126256000000,0.137414000000,0.139811000000,0.102234000000,0.179304000000,0.129554000000,0.185012000000,0.070132000000,0.107948000000,0.096517000000,0.130006000000,0.102883000000,0.147941000000,0.067393000000,0.062840000000,0.075593000000
01/09/1982,0.132995000000,0.144974000000,0.132995000000,0.144974000000,0.148396000000,0.106973000000,0.192677000000,0.135429000000,0.193467000000,0.073115000000,0.112832000000,0.101168000000,0.138360000000,0.105999000000,0.159929000000,0.068726000000,0.064257000000,0.076741000000
01/10/1982,0.139890000000,0.153430000000,0.139890000000,0.153430000000,0.158468000000,0.115674000000,0.203542000000,0.141344000000,0.202775000000,0.074725000000,0.117468000000,0.104297000000,0.144228000000,0.111248000000,0.166177000000,0.069395000000,0.064990000000,0.077272000000
01/11/1982,0.146963000000,0.162443000000,0.146963000000,0.162443000000,0.169055000000,0.122383000000,0.218706000000,0.147854000000,0.212475000000,0.074833000000,0.123092000000,0.106756000000,0.148733000000,0.115757000000,0.170632000000,0.070017000000,0.065819000000,0.077477000000
01/12/1982,0.162656000000,0.174668000000,0.162656000000,0.174668000000,0.182007000000,0.131143000000,0.236409000000,0.158661000000,0.222543000000,0.074923000000,0.135877000000,0.129648000000,0.158662000000,0.123666000000,0.181894000000,0.105173000000,0.112651000000,0.088962000000
01/01/1983,0.180355000000,0.195202000000,0.180355000000,0.195202000000,0.203180000000,0.142505000000,0.269893000000,0.177625000000,0.238000000000,0.081583000000,0.158756000000,0.140326000000,0.171784000000,0.128273000000,0.200929000000,0.113787000000,0.117796000000,0.104364000000
01/02/1983,0.190034000000,0.207338000000,0.190034000000,0.207338000000,0.217890000000,0.147926000000,0.296957000000,0.185755000000,0.247849000000,0.085644000000,0.166576000000,0.144135000000,0.177374000000,0.130472000000,0.208871000000,0.116023000000,0.120318000000,0.106005000000
01/03/1983,0.199232000000,0.217868000000,0.199232000000,0.217868000000,0.230409000000,0.152162000000,0.320571000000,0.193153000000,0.257908000000,0.086064000000,0.173477000000,0.149997000000,0.188672000000,0.145253000000,0.217581000000,0.116997000000,0.121303000000,0.106943000000
01/04/1983,0.211846000000,0.230276000000,0.211846000000,0.230276000000,0.244771000000,0.162219000000,0.339673000000,0.202417000000,0.268201000000,0.086900000000,0.183395000000,0.162604000000,0.202304000000,0.161950000000,0.228895000000,0.128871000000,0.136245000000,0.112565000000
01/05/1983,0.221034000000,0.240226000000,0.221034000000,0.240226000000,0.256234000000,0.168641000000,0.357385000000,0.209921000000,0.277957000000,0.089147000000,0.190423000000,0.169739000000,0.214429000000,0.184038000000,0.233820000000,0.131548000000,0.138770000000,0.115509000000
01/06/1983,0.229404000000,0.249485000000,0.229404000000,0.249485000000,0.265665000000,0.173679000000,0.372336000000,0.218635000000,0.288499000000,0.093293000000,0.198838000000,0.175804000000,0.226012000000,0.206383000000,0.237641000000,0.132653000000,0.139193000000,0.117957000000
01/07/1983,0.240746000000,0.264130000000,0.240746000000,0.264130000000,0.282873000000,0.188156000000,0.391494000000,0.229207000000,0.298898000000,0.105632000000,0.209496000000,0.179314000000,0.232200000000,0.210715000000,0.245084000000,0.133764000000,0.140462000000,0.118740000000
01/08/1983,0.250091000000,0.276613000000,0.250091000000,0.276613000000,0.296387000000,0.198270000000,0.408469000000,0.239836000000,0.307979000000,0.121127000000,0.220607000000,0.181263000000,0.235089000000,0.205079000000,0.253998000000,0.134883000000,0.141791000000,0.119429000000
01/09/1983,0.257787000000,0.285926000000,0.257787000000,0.285926000000,0.306586000000,0.203433000000,0.425075000000,0.247604000000,0.317518000000,0.126986000000,0.227758000000,0.185049000000,0.240056000000,0.195493000000,0.269251000000,0.137648000000,0.144136000000,0.122994000000
01/10/1983,0.266341000000,0.295174000000,0.266341000000,0.295174000000,0.317589000000,0.210671000000,0.440426000000,0.254088000000,0.326208000000,0.127916000000,0.233809000000,0.191728000000,0.247880000000,0.193321000000,0.284094000000,0.143389000000,0.150027000000,0.128362000000
01/11/1983,0.281983000000,0.312317000000,0.281983000000,0.312317000000,0.339858000000,0.229970000000,0.464352000000,0.263486000000,0.337565000000,0.127916000000,0.243453000000,0.203415000000,0.251647000000,0.193158000000,0.290613000000,0.162530000000,0.173237000000,0.139167000000
01/12/1983,0.294047000000,0.325912000000,0.294047000000,0.325912000000,0.353929000000,0.241864000000,0.479932000000,0.275968000000,0.348187000000,0.127916000000,0.258806000000,0.211597000000,0.266942000000,0.215186000000,0.300970000000,0.164324000000,0.174611000000,0.141774000000
01/01/1984,0.312728000000,0.343350000000,0.312728000000,0.343350000000,0.371213000000,0.255746000000,0.500188000000,0.293050000000,0.364757000000,0.129462000000,0.278464000000,0.232371000000,0.301337000000,0.258171000000,0.328912000000,0.172948000000,0.184962000000,0.146852000000
01/02/1984,0.329232000000,0.363431000000,0.329232000000,0.363431000000,0.391480000000,0.271715000000,0.524416000000,0.312212000000,0.381640000000,0.134625000000,0.301058000000,0.240233000000,0.316541000000,0.255111000000,0.356932000000,0.174207000000,0.186451000000,0.147637000000
01/03/1984,0.343304000000,0.378914000000,0.343304000000,0.378914000000,0.408773000000,0.283359000000,0.548131000000,0.324651000000,0.394644000000,0.134636000000,0.314978000000,0.250616000000,0.335556000000,0.262678000000,0.383884000000,0.176844000000,0.187976000000,0.152454000000
01/04/1984,0.358156000000,0.391804000000,0.358156000000,0.391804000000,0.425516000000,0.297493000000,0.566697000000,0.331720000000,0.403415000000,0.134636000000,0.322102000000,0.269317000000,0.351895000000,0.275022000000,0.402893000000,0.198020000000,0.215388000000,0.160957000000
01/05/1984,0.370032000000,0.403228000000,0.370032000000,0.403228000000,0.438547000000,0.307970000000,0.581952000000,0.340517000000,0.413111000000,0.134968000000,0.331622000000,0.281763000000,0.364900000000,0.279989000000,0.421473000000,0.210158000000,0.231832000000,0.164376000000
01/06/1984,0.383423000000,0.419733000000,0.383423000000,0.419733000000,0.457875000000,0.322238000000,0.606533000000,0.352523000000,0.424638000000,0.141165000000,0.344866000000,0.287674000000,0.376403000000,0.293360000000,0.431533000000,0.211037000000,0.232392000000,0.165879000000
01/07/1984,0.395993000000,0.434772000000,0.395993000000,0.434772000000,0.474621000000,0.333794000000,0.629067000000,0.364679000000,0.438205000000,0.142418000000,0.357823000000,0.294230000000,0.389627000000,0.317088000000,0.437162000000,0.211587000000,0.232478000000,0.167345000000
01/08/1984,0.407249000000,0.447045000000,0.407249000000,0.447045000000,0.487336000000,0.338401000000,0.652581000000,0.375930000000,0.449756000000,0.157473000000,0.368648000000,0.302786000000,0.406857000000,0.339705000000,0.450388000000,0.212330000000,0.232492000000,0.169527000000
01/09/1984,0.419380000000,0.463326000000,0.419380000000,0.463326000000,0.505530000000,0.350275000000,0.678113000000,0.388994000000,0.460536000000,0.210533000000,0.378258000000,0.305156000000,0.409075000000,0.318247000000,0.469399000000,0.214878000000,0.234285000000,0.173544000000
01/10/1984,0.434034000000,0.482508000000,0.434034000000,0.482508000000,0.530730000000,0.371459000000,0.706195000000,0.399114000000,0.471587000000,0.210578000000,0.389309000000,0.309102000000,0.415294000000,0.299028000000,0.493622000000,0.216805000000,0.235167000000,0.177524000000
01/11/1984,0.448929000000,0.498635000000,0.448929000000,0.498635000000,0.551396000000,0.382888000000,0.738356000000,0.408351000000,0.483193000000,0.210578000000,0.398537000000,0.320680000000,0.438319000000,0.331231000000,0.509893000000,0.218076000000,0.236158000000,0.179337000000
01/12/1984,0.467996000000,0.519677000000,0.467996000000,0.519677000000,0.577471000000,0.406596000000,0.764666000000,0.421650000000,0.496322000000,0.210614000000,0.413857000000,0.334599000000,0.466190000000,0.367998000000,0.531160000000,0.219430000000,0.236466000000,0.182754000000
01/01/1985,0.502711000000,0.546939000000,0.502711000000,0.546939000000,0.604196000000,0.426850000000,0.797845000000,0.448772000000,0.520881000000,0.211554000000,0.446257000000,0.384751000000,0.510724000000,0.359070000000,0.613211000000,0.275558000000,0.302878000000,0.217715000000
01/02/1985,0.523596000000,0.571629000000,0.523596000000,0.571629000000,0.630430000000,0.450697000000,0.824324000000,0.470490000000,0.543059000000,0.219158000000,0.469908000000,0.396319000000,0.524106000000,0.332357000000,0.654933000000,0.285653000000,0.310981000000,0.231644000000
01/03/1985,0.543885000000,0.597757000000,0.543885000000,0.597757000000,0.662245000000,0.476135000000,0.861785000000,0.487788000000,0.561774000000,0.219161000000,0.488908000000,0.402755000000,0.535461000000,0.341890000000,0.667465000000,0.287684000000,0.312793000000,0.234084000000
01/04/1985,0.560621000000,0.614614000000,0.560621000000,0.614614000000,0.679240000000,0.485006000000,0.889046000000,0.503901000000,0.577519000000,0.219161000000,0.507570000000,0.418594000000,0.566659000000,0.394651000000,0.683029000000,0.289698000000,0.314564000000,0.236556000000
01/05/1985,0.573902000000,0.632167000000,0.573902000000,0.632167000000,0.697411000000,0.495354000000,0.916863000000,0.520014000000,0.593864000000,0.225624000000,0.525078000000,0.421795000000,0.574021000000,0.396215000000,0.694435000000,0.289136000000,0.313068000000,0.237859000000
01/06/1985,0.588276000000,0.650252000000,0.588276000000,0.650252000000,0.716266000000,0.507096000000,0.944189000000,0.536427000000,0.613099000000,0.229441000000,0.541784000000,0.427301000000,0.583354000000,0.412390000000,0.698812000000,0.291224000000,0.313638000000,0.242941000000
01/07/1985,0.608763000000,0.673014000000,0.608763000000,0.673014000000,0.737754000000,0.515205000000,0.983429000000,0.560228000000,0.639107000000,0.230624000000,0.567632000000,0.441925000000,0.612023000000,0.452165000000,0.719299000000,0.293209000000,0.315437000000,0.245269000000
01/08/1985,0.635377000000,0.703559000000,0.635377000000,0.703559000000,0.771122000000,0.532857000000,1.036592000000,0.585817000000,0.661602000000,0.249857000000,0.596285000000,0.458723000000,0.642952000000,0.457817000000,0.767865000000,0.297325000000,0.317336000000,0.253742000000
01/09/1985,0.660752000000,0.734981000000,0.660752000000,0.734981000000,0.800880000000,0.549238000000,1.083021000000,0.618540000000,0.685345000000,0.342261000000,0.627290000000,0.469589000000,0.660716000000,0.463482000000,0.794041000000,0.302044000000,0.321452000000,0.259600000000
01/10/1985,0.685852000000,0.766076000000,0.685852000000,0.766076000000,0.838323000000,0.573138000000,1.136387000000,0.639720000000,0.708861000000,0.344981000000,0.649869000000,0.480299000000,0.679271000000,0.483989000000,0.811019000000,0.305736000000,0.324650000000,0.264226000000
01/11/1985,0.717495000000,0.802321000000,0.717495000000,0.802321000000,0.880252000000,0.596324000000,1.201645000000,0.666810000000,0.745919000000,0.345043000000,0.675200000000,0.500436000000,0.718041000000,0.549613000000,0.830319000000,0.309118000000,0.328434000000,0.266767000000
01/12/1985,0.766340000000,0.838130000000,0.766340000000,0.838130000000,0.920687000000,0.623276000000,1.257520000000,0.694963000000,0.775524000000,0.345389000000,0.706567000000,0.576720000000,0.764906000000,0.624380000000,0.856888000000,0.413632000000,0.463346000000,0.309493000000
01/01/1986,0.834092000000,0.909993000000,0.834092000000,0.909993000000,0.995862000000,0.707579000000,1.308857000000,0.759830000000,0.821128000000,0.356364000000,0.790446000000,0.632727000000,0.814927000000,0.659754000000,0.916799000000,0.476050000000,0.525962000000,0.370723000000
01/02/1986,0.871174000000,0.957545000000,0.871174000000,0.957545000000,1.051942000000,0.741910000000,1.391036000000,0.793872000000,0.865782000000,0.368933000000,0.821803000000,0.644938000000,0.815894000000,0.575622000000,0.978199000000,0.498772000000,0.538512000000,0.413385000000
01/03/1986,0.911667000000,1.008175000000,0.911667000000,1.008175000000,1.116205000000,0.789843000000,1.472005000000,0.823736000000,0.896240000000,0.369078000000,0.855643000000,0.661173000000,0.834610000000,0.591106000000,0.999019000000,0.512998000000,0.551264000000,0.430363000000
